,result,table,_start,_stop,_time,_value,_field,_measurement,host,timestamp
,,208,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:20:00Z,-25,delta,delta_block_time,xmev-capture,1648459169954
,,209,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:47:00Z,-18,delta,delta_block_time,xmev-capture,1648460799111
,,210,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:33:00Z,-20,delta,delta_block_time,xmev-capture,1648456319922
,,211,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:53:00Z,-35,delta,delta_block_time,xmev-capture,1648461159379
,,212,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:01:00Z,-20,delta,delta_block_time,xmev-capture,1648458033158
,,213,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:10:00Z,-19,delta,delta_block_time,xmev-capture,1648454962928
,,214,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:21:00Z,-22,delta,delta_block_time,xmev-capture,1648462804500
,,215,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:40:00Z,-17,delta,delta_block_time,xmev-capture,1648453157626
,,216,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:10:00Z,-24,delta,delta_block_time,xmev-capture,1648454998952
,,217,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:08:00Z,-31,delta,delta_block_time,xmev-capture,1648462059991
,,218,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:37:00Z,-15,delta,delta_block_time,xmev-capture,1648452997531
,,219,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:48:00Z,-21,delta,delta_block_time,xmev-capture,1648460875175
,,220,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:39:00Z,-20,delta,delta_block_time,xmev-capture,1648460294750
,,221,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:17:00Z,-18,delta,delta_block_time,xmev-capture,1648459013836
,,222,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:54:00Z,-36,delta,delta_block_time,xmev-capture,1648454038287
,,223,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:10:00Z,11,delta,delta_block_time,xmev-capture,1648458545565
,,224,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:22:00Z,-10,delta,delta_block_time,xmev-capture,1648459302066
,,225,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:16:00Z,-24,delta,delta_block_time,xmev-capture,1648458953812
,,226,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:32:00Z,-30,delta,delta_block_time,xmev-capture,1648456307900
,,227,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:51:00Z,10,delta,delta_block_time,xmev-capture,1648461027332
,,228,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:07:00Z,-21,delta,delta_block_time,xmev-capture,1648458377415
,,229,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:56:00Z,17,delta,delta_block_time,xmev-capture,1648457716967
,,230,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:37:00Z,-13,delta,delta_block_time,xmev-capture,1648456596108
,,231,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:34:00Z,-19,delta,delta_block_time,xmev-capture,1648456387974
,,232,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:45:00Z,-22,delta,delta_block_time,xmev-capture,1648453481850
,,233,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:56:00Z,-31,delta,delta_block_time,xmev-capture,1648461343509
,,234,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:59:00Z,-62,delta,delta_block_time,xmev-capture,1648454290461
,,235,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:28:00Z,-43,delta,delta_block_time,xmev-capture,1648456075752
,,236,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:48:00Z,-21,delta,delta_block_time,xmev-capture,1648460879178
,,237,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:33:00Z,-54,delta,delta_block_time,xmev-capture,1648459922482
,,238,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:44:00Z,-39,delta,delta_block_time,xmev-capture,1648453405805
,,239,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:03:00Z,-25,delta,delta_block_time,xmev-capture,1648458169278
,,240,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:34:00Z,-33,delta,delta_block_time,xmev-capture,1648452837387
,,241,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:25:00Z,-27,delta,delta_block_time,xmev-capture,1648459462161
,,242,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:57:00Z,-35,delta,delta_block_time,xmev-capture,1648461403554
,,243,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:02:00Z,-11,delta,delta_block_time,xmev-capture,1648461679743
,,244,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:28:00Z,10,delta,delta_block_time,xmev-capture,1648456071769
,,245,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:37:00Z,-26,delta,delta_block_time,xmev-capture,1648452965484
,,246,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:48:00Z,-11,delta,delta_block_time,xmev-capture,1648457244593
,,247,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:01:00Z,-23,delta,delta_block_time,xmev-capture,1648461647720
,,248,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:59:00Z,-11,delta,delta_block_time,xmev-capture,1648454318463
,,249,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:17:00Z,-59,delta,delta_block_time,xmev-capture,1648462612384
,,250,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:17:00Z,3978,delta,delta_block_time,xmev-capture,1648455383236
,,251,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:03:00Z,-16,delta,delta_block_time,xmev-capture,1648458177259
,,252,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:48:00Z,3943,delta,delta_block_time,xmev-capture,1648457256582
,,253,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:53:00Z,-27,delta,delta_block_time,xmev-capture,1648461167389
,,254,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:23:00Z,-17,delta,delta_block_time,xmev-capture,1648455739499
,,255,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:19:00Z,11,delta,delta_block_time,xmev-capture,1648455495370
,,256,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:16:00Z,-23,delta,delta_block_time,xmev-capture,1648462552343
,,257,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:03:00Z,9,delta,delta_block_time,xmev-capture,1648454558655
,,258,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:55:00Z,-11,delta,delta_block_time,xmev-capture,1648461291470
,,259,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:00:00Z,21,delta,delta_block_time,xmev-capture,1648461567694
,,260,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:23:00Z,17,delta,delta_block_time,xmev-capture,1648462932623
,,261,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:02:00Z,-45,delta,delta_block_time,xmev-capture,1648461707767
,,262,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:24:00Z,-34,delta,delta_block_time,xmev-capture,1648459426136
,,263,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:15:00Z,3974,delta,delta_block_time,xmev-capture,1648455283158
,,264,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:05:00Z,-41,delta,delta_block_time,xmev-capture,1648454694717
,,265,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:16:00Z,-21,delta,delta_block_time,xmev-capture,1648458925812
,,266,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:40:00Z,-12,delta,delta_block_time,xmev-capture,1648453165625
,,267,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:43:00Z,22,delta,delta_block_time,xmev-capture,1648456940399
,,268,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:38:00Z,-27,delta,delta_block_time,xmev-capture,1648453033526
,,269,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:49:00Z,-26,delta,delta_block_time,xmev-capture,1648457304615
,,270,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:49:00Z,-17,delta,delta_block_time,xmev-capture,1648453726051
,,271,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:20:00Z,-29,delta,delta_block_time,xmev-capture,1648462756479
,,272,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:23:00Z,-17,delta,delta_block_time,xmev-capture,1648455747493
,,273,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:57:00Z,-25,delta,delta_block_time,xmev-capture,1648454202379
,,274,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:18:00Z,-32,delta,delta_block_time,xmev-capture,1648462660413
,,275,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:02:00Z,-31,delta,delta_block_time,xmev-capture,1648454494595
,,276,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:31:00Z,-23,delta,delta_block_time,xmev-capture,1648456255887
,,277,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:29:00Z,-25,delta,delta_block_time,xmev-capture,1648459714324
,,278,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:26:00Z,-18,delta,delta_block_time,xmev-capture,1648455911635
,,279,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:41:00Z,18,delta,delta_block_time,xmev-capture,1648460406879
,,280,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:15:00Z,-108,delta,delta_block_time,xmev-capture,1648462476293
,,281,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:54:00Z,-37,delta,delta_block_time,xmev-capture,1648461231429
,,282,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:23:00Z,-32,delta,delta_block_time,xmev-capture,1648459342089
,,283,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:57:00Z,19,delta,delta_block_time,xmev-capture,1648454174404
,,284,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:04:00Z,3858,delta,delta_block_time,xmev-capture,1648454582693
,,285,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:39:00Z,-24,delta,delta_block_time,xmev-capture,1648460310761
,,286,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:00:00Z,-26,delta,delta_block_time,xmev-capture,1648461547639
,,287,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:50:00Z,-20,delta,delta_block_time,xmev-capture,1648460999266
,,288,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:17:00Z,-12,delta,delta_block_time,xmev-capture,1648458969854
,,289,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:24:00Z,-25,delta,delta_block_time,xmev-capture,1648462992675
,,290,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:05:00Z,-32,delta,delta_block_time,xmev-capture,1648458249313
,,291,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:00:00Z,-46,delta,delta_block_time,xmev-capture,1648454346507
,,292,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:08:00Z,-47,delta,delta_block_time,xmev-capture,1648462072008
,,293,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:58:00Z,-32,delta,delta_block_time,xmev-capture,1648457821027
,,294,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:48:00Z,-15,delta,delta_block_time,xmev-capture,1648453661995
,,295,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:45:00Z,-12,delta,delta_block_time,xmev-capture,1648457040425
,,296,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:47:00Z,-12,delta,delta_block_time,xmev-capture,1648460779110
,,297,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:19:00Z,-23,delta,delta_block_time,xmev-capture,1648462708451
,,298,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:34:00Z,-28,delta,delta_block_time,xmev-capture,1648460022564
,,299,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:45:00Z,12,delta,delta_block_time,xmev-capture,1648457064470
,,300,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:44:00Z,-21,delta,delta_block_time,xmev-capture,1648453437826
,,301,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:37:00Z,-9,delta,delta_block_time,xmev-capture,1648452993523
,,302,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:50:00Z,11,delta,delta_block_time,xmev-capture,1648457344686
,,303,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:26:00Z,-27,delta,delta_block_time,xmev-capture,1648455931642
,,304,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:41:00Z,-21,delta,delta_block_time,xmev-capture,1648453217667
,,305,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:59:00Z,22,delta,delta_block_time,xmev-capture,1648461539720
,,306,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:52:00Z,-36,delta,delta_block_time,xmev-capture,1648453914166
,,307,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:13:00Z,-66,delta,delta_block_time,xmev-capture,1648458721638
,,308,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:33:00Z,-12,delta,delta_block_time,xmev-capture,1648456371957
,,309,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:09:00Z,-52,delta,delta_block_time,xmev-capture,1648454906866
,,310,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:20:00Z,-51,delta,delta_block_time,xmev-capture,1648462796511
,,311,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:40:00Z,-28,delta,delta_block_time,xmev-capture,1648456748216
,,312,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:49:00Z,-10,delta,delta_block_time,xmev-capture,1648453714027
,,313,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:24:00Z,-29,delta,delta_block_time,xmev-capture,1648459418146
,,314,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:47:00Z,-29,delta,delta_block_time,xmev-capture,1648457192538
,,315,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:04:00Z,12,delta,delta_block_time,xmev-capture,1648454598725
,,316,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:50:00Z,-46,delta,delta_block_time,xmev-capture,1648457384672
,,317,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:41:00Z,-28,delta,delta_block_time,xmev-capture,1648460414831
,,318,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:56:00Z,-35,delta,delta_block_time,xmev-capture,1648461351503
,,319,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:38:00Z,-28,delta,delta_block_time,xmev-capture,1648456632154
,,320,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:13:00Z,8,delta,delta_block_time,xmev-capture,1648458729681
,,321,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:48:00Z,-20,delta,delta_block_time,xmev-capture,1648453641990
,,322,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:57:00Z,-31,delta,delta_block_time,xmev-capture,1648457768948
,,323,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:07:00Z,-52,delta,delta_block_time,xmev-capture,1648458381397
,,324,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:51:00Z,10,delta,delta_block_time,xmev-capture,1648453806118
,,325,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:09:00Z,-34,delta,delta_block_time,xmev-capture,1648462104032
,,326,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:16:00Z,-40,delta,delta_block_time,xmev-capture,1648462536322
,,327,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:05:00Z,-46,delta,delta_block_time,xmev-capture,1648454650685
,,328,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:35:00Z,-47,delta,delta_block_time,xmev-capture,1648460086607
,,329,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:23:00Z,33,delta,delta_block_time,xmev-capture,1648455735547
,,330,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:38:00Z,-20,delta,delta_block_time,xmev-capture,1648456660158
,,331,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:22:00Z,-21,delta,delta_block_time,xmev-capture,1648462916588
,,332,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:53:00Z,19,delta,delta_block_time,xmev-capture,1648457528820
,,333,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:56:00Z,-35,delta,delta_block_time,xmev-capture,1648461315497
,,334,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:28:00Z,-42,delta,delta_block_time,xmev-capture,1648459650290
,,335,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:06:00Z,3976,delta,delta_block_time,xmev-capture,1648454706735
,,336,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:34:00Z,13,delta,delta_block_time,xmev-capture,1648459986571
,,337,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:46:00Z,-41,delta,delta_block_time,xmev-capture,1648457112496
,,338,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:47:00Z,-27,delta,delta_block_time,xmev-capture,1648453585934
,,339,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:58:00Z,20,delta,delta_block_time,xmev-capture,1648457833058
,,340,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:49:00Z,-18,delta,delta_block_time,xmev-capture,1648453718042
,,341,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:26:00Z,-47,delta,delta_block_time,xmev-capture,1648455955654
,,342,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:31:00Z,-20,delta,delta_block_time,xmev-capture,1648452645248
,,343,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:10:00Z,-17,delta,delta_block_time,xmev-capture,1648454978921
,,344,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:34:00Z,-11,delta,delta_block_time,xmev-capture,1648456412004
,,345,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:57:00Z,-30,delta,delta_block_time,xmev-capture,1648457800979
,,346,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:21:00Z,-43,delta,delta_block_time,xmev-capture,1648462800527
,,347,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:08:00Z,19,delta,delta_block_time,xmev-capture,1648462052023
,,348,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:10:00Z,-37,delta,delta_block_time,xmev-capture,1648462180101
,,349,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:05:00Z,-33,delta,delta_block_time,xmev-capture,1648458269327
,,350,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:39:00Z,-20,delta,delta_block_time,xmev-capture,1648460318789
,,351,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:29:00Z,-39,delta,delta_block_time,xmev-capture,1648456087769
,,352,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:50:00Z,26,delta,delta_block_time,xmev-capture,1648460959317
,,353,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:58:00Z,-30,delta,delta_block_time,xmev-capture,1648457869037
,,354,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:20:00Z,-34,delta,delta_block_time,xmev-capture,1648462784496
,,355,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:06:00Z,-41,delta,delta_block_time,xmev-capture,1648461915884
,,356,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:16:00Z,-16,delta,delta_block_time,xmev-capture,1648458901792
,,357,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:59:00Z,-29,delta,delta_block_time,xmev-capture,1648457917093
,,358,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:43:00Z,-16,delta,delta_block_time,xmev-capture,1648453357771
,,359,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:50:00Z,-9,delta,delta_block_time,xmev-capture,1648453770087
,,360,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:03:00Z,-12,delta,delta_block_time,xmev-capture,1648461779801
,,361,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:13:00Z,-21,delta,delta_block_time,xmev-capture,1648455131045
,,362,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:16:00Z,-20,delta,delta_block_time,xmev-capture,1648462532335
,,363,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:21:00Z,12,delta,delta_block_time,xmev-capture,1648459218049
,,364,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:06:00Z,-32,delta,delta_block_time,xmev-capture,1648458325366
,,365,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:26:00Z,-18,delta,delta_block_time,xmev-capture,1648459538223
,,366,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:09:00Z,-50,delta,delta_block_time,xmev-capture,1648462116030
,,367,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:18:00Z,-18,delta,delta_block_time,xmev-capture,1648455475310
,,368,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:19:00Z,-21,delta,delta_block_time,xmev-capture,1648459125931
,,369,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T07:59:00Z,-38,delta,delta_block_time,xmev-capture,1648454334464
,,370,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:26:00Z,-106,delta,delta_block_time,xmev-capture,1648459530229
,,371,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T10:14:00Z,-33,delta,delta_block_time,xmev-capture,1648462404233
,,372,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:03:00Z,-35,delta,delta_block_time,xmev-capture,1648454530627
,,373,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:18:00Z,-23,delta,delta_block_time,xmev-capture,1648459053887
,,374,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T09:27:00Z,-21,delta,delta_block_time,xmev-capture,1648459590248
,,375,2022-03-28T07:24:03.456036927Z,2022-03-28T10:24:03.456036927Z,2022-03-28T08:52:00Z,-10,delta,delta_block_time,xmev-capture,1648457488747
