,result,table,_start,_stop,_time,_value,_field,_measurement,host,timestamp
,,1487,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:02:00Z,8,lag,polygon_lag,xmev-capture,1648454482620
,,1488,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:53:00Z,8,lag,polygon_lag,xmev-capture,1648457544816
,,1489,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:30:00Z,8,lag,polygon_lag,xmev-capture,1648459778394
,,1490,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:00:00Z,9,lag,polygon_lag,xmev-capture,1648454386534
,,1491,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:50:00Z,39,lag,ethereum_lag,xmev-capture,1648453762070
,,1492,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:35:00Z,4,lag,polygon_lag,xmev-capture,1648452865461
,,1493,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:32:00Z,5,lag,polygon_lag,xmev-capture,1648456275917
,,1494,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:48:00Z,3,lag,polygon_lag,xmev-capture,1648453674009
,,1495,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:16:00Z,6,lag,polygon_lag,xmev-capture,1648455359237
,,1496,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:26:00Z,11,lag,ethereum_lag,xmev-capture,1648459530229
,,1497,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:22:00Z,9,lag,polygon_lag,xmev-capture,1648455671464
,,1498,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:59:00Z,8,lag,polygon_lag,xmev-capture,1648457937102
,,1499,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:36:00Z,6,lag,polygon_lag,xmev-capture,1648456544095
,,1500,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:08:00Z,9,lag,polygon_lag,xmev-capture,1648458469487
,,1501,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:50:00Z,5,lag,polygon_lag,xmev-capture,1648457360691
,,1502,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:10:00Z,6,lag,polygon_lag,xmev-capture,1648454966953
,,1503,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:11:00Z,6,lag,polygon_lag,xmev-capture,1648462224132
,,1504,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:00:00Z,7,lag,polygon_lag,xmev-capture,1648457973136
,,1505,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:18:00Z,4,lag,polygon_lag,xmev-capture,1648455439281
,,1506,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:53:00Z,14,lag,ethereum_lag,xmev-capture,1648457556810
,,1507,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:51:00Z,9,lag,ethereum_lag,xmev-capture,1648461031285
,,1508,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:12:00Z,33,lag,ethereum_lag,xmev-capture,1648455083005
,,1509,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:33:00Z,8,lag,polygon_lag,xmev-capture,1648459942527
,,1510,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:26:00Z,5,lag,polygon_lag,xmev-capture,1648455939661
,,1511,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:50:00Z,3,lag,polygon_lag,xmev-capture,1648453766079
,,1512,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:34:00Z,6,lag,polygon_lag,xmev-capture,1648460034589
,,1513,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:59:00Z,8,lag,polygon_lag,xmev-capture,1648454338510
,,1514,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:15:00Z,5,lag,polygon_lag,xmev-capture,1648462456289
,,1515,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:45:00Z,4,lag,polygon_lag,xmev-capture,1648460667043
,,1516,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:35:00Z,3,lag,polygon_lag,xmev-capture,1648460090671
,,1517,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:55:00Z,8,lag,polygon_lag,xmev-capture,1648454058318
,,1518,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:42:00Z,4,lag,polygon_lag,xmev-capture,1648460474907
,,1519,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:51:00Z,4,lag,polygon_lag,xmev-capture,1648457444736
,,1520,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:30:00Z,8,lag,polygon_lag,xmev-capture,1648459782405
,,1521,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:57:00Z,17,lag,ethereum_lag,xmev-capture,1648454202379
,,1522,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:01:00Z,4,lag,polygon_lag,xmev-capture,1648454430567
,,1523,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:05:00Z,8,lag,polygon_lag,xmev-capture,1648458289407
,,1524,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:40:00Z,2,lag,polygon_lag,xmev-capture,1648453141644
,,1525,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:52:00Z,22,lag,ethereum_lag,xmev-capture,1648457488747
,,1526,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:27:00Z,7,lag,polygon_lag,xmev-capture,1648459582261
,,1527,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:14:00Z,8,lag,polygon_lag,xmev-capture,1648458833774
,,1528,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:52:00Z,2,lag,polygon_lag,xmev-capture,1648453898181
,,1529,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:46:00Z,1,lag,polygon_lag,xmev-capture,1648457128505
,,1530,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:24:00Z,8,lag,polygon_lag,xmev-capture,1648459402148
,,1531,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:07:00Z,8,lag,polygon_lag,xmev-capture,1648462008003
,,1532,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:00:00Z,5,lag,polygon_lag,xmev-capture,1648457981136
,,1533,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:44:00Z,3,lag,polygon_lag,xmev-capture,1648453401816
,,1534,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:12:00Z,31,lag,ethereum_lag,xmev-capture,1648455111066
,,1535,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:18:00Z,2,lag,polygon_lag,xmev-capture,1648459073900
,,1536,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:52:00Z,3,lag,polygon_lag,xmev-capture,1648453862162
,,1537,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:20:00Z,9,lag,polygon_lag,xmev-capture,1648462784530
,,1538,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:21:00Z,6,lag,polygon_lag,xmev-capture,1648455627428
,,1539,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:27:00Z,6,lag,polygon_lag,xmev-capture,1648459606291
,,1540,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:32:00Z,3,lag,polygon_lag,xmev-capture,1648456303937
,,1541,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:02:00Z,23,lag,ethereum_lag,xmev-capture,1648461707767
,,1542,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:42:00Z,7,lag,polygon_lag,xmev-capture,1648456900361
,,1543,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:24:00Z,10,lag,polygon_lag,xmev-capture,1648455827603
,,1544,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:06:00Z,6,lag,polygon_lag,xmev-capture,1648461903912
,,1545,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:22:00Z,9,lag,polygon_lag,xmev-capture,1648459270049
,,1546,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:07:00Z,15,lag,ethereum_lag,xmev-capture,1648454814814
,,1547,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:20:00Z,5,lag,polygon_lag,xmev-capture,1648455547390
,,1548,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:38:00Z,20,lag,ethereum_lag,xmev-capture,1648456648152
,,1549,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:58:00Z,8,lag,polygon_lag,xmev-capture,1648454254446
,,1550,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:12:00Z,6,lag,polygon_lag,xmev-capture,1648455115095
,,1551,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:17:00Z,6,lag,polygon_lag,xmev-capture,1648455411282
,,1552,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:43:00Z,3,lag,polygon_lag,xmev-capture,1648456940377
,,1553,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:27:00Z,7,lag,polygon_lag,xmev-capture,1648459578284
,,1554,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:20:00Z,1,lag,polygon_lag,xmev-capture,1648459177983
,,1555,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:49:00Z,4,lag,polygon_lag,xmev-capture,1648457312650
,,1556,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:15:00Z,7,lag,polygon_lag,xmev-capture,1648458869781
,,1557,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:04:00Z,7,lag,polygon_lag,xmev-capture,1648461791837
,,1558,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:14:00Z,8,lag,polygon_lag,xmev-capture,1648455183111
,,1559,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:40:00Z,5,lag,polygon_lag,xmev-capture,1648460394860
,,1560,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:30:00Z,5,lag,polygon_lag,xmev-capture,1648456147815
,,1561,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:32:00Z,6,lag,polygon_lag,xmev-capture,1648456263906
,,1562,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:14:00Z,9,lag,polygon_lag,xmev-capture,1648458805730
,,1563,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:54:00Z,7,lag,polygon_lag,xmev-capture,1648461235461
,,1564,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:34:00Z,3,lag,polygon_lag,xmev-capture,1648456403997
,,1565,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:38:00Z,14,lag,ethereum_lag,xmev-capture,1648453021555
,,1566,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:49:00Z,6,lag,polygon_lag,xmev-capture,1648457280630
,,1567,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:03:00Z,3,lag,polygon_lag,xmev-capture,1648454530662
,,1568,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:51:00Z,7,lag,polygon_lag,xmev-capture,1648457408739
,,1569,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:10:00Z,6,lag,polygon_lag,xmev-capture,1648454974971
,,1570,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:36:00Z,6,lag,polygon_lag,xmev-capture,1648452909473
,,1571,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:46:00Z,4,lag,polygon_lag,xmev-capture,1648453525900
,,1572,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:47:00Z,4,lag,polygon_lag,xmev-capture,1648460763096
,,1573,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:00:00Z,5,lag,ethereum_lag,xmev-capture,1648454362483
,,1574,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:08:00Z,9,lag,polygon_lag,xmev-capture,1648462056042
,,1575,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:10:00Z,7,lag,ethereum_lag,xmev-capture,1648458581561
,,1576,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:59:00Z,9,lag,polygon_lag,xmev-capture,1648461511636
,,1577,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:18:00Z,7,lag,ethereum_lag,xmev-capture,1648455471295
,,1578,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:58:00Z,11,lag,ethereum_lag,xmev-capture,1648457849029
,,1579,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:17:00Z,2,lag,polygon_lag,xmev-capture,1648459005851
,,1580,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:42:00Z,33,lag,ethereum_lag,xmev-capture,1648453277707
,,1581,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:50:00Z,5,lag,polygon_lag,xmev-capture,1648460991295
,,1582,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:01:00Z,8,lag,polygon_lag,xmev-capture,1648458037168
,,1583,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:10:00Z,3,lag,polygon_lag,xmev-capture,1648462192117
,,1584,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:10:00Z,8,lag,polygon_lag,xmev-capture,1648458597585
,,1585,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:56:00Z,6,lag,polygon_lag,xmev-capture,1648461319524
,,1586,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:19:00Z,8,lag,polygon_lag,xmev-capture,1648455519371
,,1587,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:12:00Z,5,lag,polygon_lag,xmev-capture,1648462300185
,,1588,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:31:00Z,4,lag,polygon_lag,xmev-capture,1648459834445
,,1589,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:35:00Z,14,lag,ethereum_lag,xmev-capture,1648452881433
,,1590,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:17:00Z,2,lag,polygon_lag,xmev-capture,1648458969866
,,1591,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:38:00Z,4,lag,polygon_lag,xmev-capture,1648460258745
,,1592,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:13:00Z,5,lag,ethereum_lag,xmev-capture,1648455143063
,,1593,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:25:00Z,5,lag,polygon_lag,xmev-capture,1648455875635
,,1594,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:07:00Z,3,lag,polygon_lag,xmev-capture,1648454810830
,,1595,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:37:00Z,7,lag,polygon_lag,xmev-capture,1648460166697
,,1596,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T10:12:00Z,6,lag,polygon_lag,xmev-capture,1648462304194
,,1597,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:52:00Z,7,lag,polygon_lag,xmev-capture,1648457460775
,,1598,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:55:00Z,6,lag,polygon_lag,xmev-capture,1648457676936
,,1599,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:25:00Z,5,lag,polygon_lag,xmev-capture,1648455863614
,,1600,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:05:00Z,7,lag,ethereum_lag,xmev-capture,1648454650685
,,1601,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:29:00Z,5,lag,polygon_lag,xmev-capture,1648459698334
,,1602,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:28:00Z,8,lag,polygon_lag,xmev-capture,1648459674340
,,1603,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:24:00Z,23,lag,ethereum_lag,xmev-capture,1648455839592
,,1604,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:42:00Z,9,lag,polygon_lag,xmev-capture,1648456872332
,,1605,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:32:00Z,6,lag,polygon_lag,xmev-capture,1648456295922
,,1606,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:08:00Z,21,lag,ethereum_lag,xmev-capture,1648454838861
,,1607,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:54:00Z,7,lag,polygon_lag,xmev-capture,1648457584866
,,1608,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:55:00Z,6,lag,polygon_lag,xmev-capture,1648457688926
,,1609,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:26:00Z,6,lag,polygon_lag,xmev-capture,1648459538241
,,1610,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:33:00Z,7,lag,polygon_lag,xmev-capture,1648459926560
,,1611,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:45:00Z,4,lag,polygon_lag,xmev-capture,1648460691064
,,1612,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:50:00Z,3,lag,polygon_lag,xmev-capture,1648453778090
,,1613,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:30:00Z,7,lag,polygon_lag,xmev-capture,1648456195911
,,1614,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:34:00Z,5,lag,polygon_lag,xmev-capture,1648456383983
,,1615,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:42:00Z,3,lag,polygon_lag,xmev-capture,1648460478917
,,1616,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:46:00Z,1,lag,polygon_lag,xmev-capture,1648457116498
,,1617,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:08:00Z,10,lag,polygon_lag,xmev-capture,1648458461518
,,1618,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:59:00Z,7,lag,polygon_lag,xmev-capture,1648461483615
,,1619,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:48:00Z,14,lag,ethereum_lag,xmev-capture,1648453641990
,,1620,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:51:00Z,3,lag,polygon_lag,xmev-capture,1648453818128
,,1621,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:57:00Z,4,lag,polygon_lag,xmev-capture,1648461383574
,,1622,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:51:00Z,6,lag,polygon_lag,xmev-capture,1648461059370
,,1623,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:07:00Z,85,lag,ethereum_lag,xmev-capture,1648454802791
,,1624,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:56:00Z,8,lag,polygon_lag,xmev-capture,1648454122341
,,1625,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:18:00Z,5,lag,polygon_lag,xmev-capture,1648455471313
,,1626,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:41:00Z,2,lag,polygon_lag,xmev-capture,1648453217688
,,1627,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:48:00Z,2,lag,polygon_lag,xmev-capture,1648453645976
,,1628,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:49:00Z,4,lag,polygon_lag,xmev-capture,1648460919231
,,1629,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:08:00Z,6,lag,polygon_lag,xmev-capture,1648454838851
,,1630,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:39:00Z,10,lag,ethereum_lag,xmev-capture,1648453133615
,,1631,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:23:00Z,9,lag,polygon_lag,xmev-capture,1648459338105
,,1632,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:53:00Z,5,lag,polygon_lag,xmev-capture,1648457564819
,,1633,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:51:00Z,3,lag,polygon_lag,xmev-capture,1648453806108
,,1634,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:13:00Z,5,lag,ethereum_lag,xmev-capture,1648455147061
,,1635,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:28:00Z,9,lag,ethereum_lag,xmev-capture,1648459658315
,,1636,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:11:00Z,14,lag,ethereum_lag,xmev-capture,1648458601569
,,1637,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:49:00Z,9,lag,ethereum_lag,xmev-capture,1648453698013
,,1638,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:55:00Z,12,lag,ethereum_lag,xmev-capture,1648457660873
,,1639,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:11:00Z,22,lag,ethereum_lag,xmev-capture,1648458653592
,,1640,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:34:00Z,5,lag,polygon_lag,xmev-capture,1648452813386
,,1641,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:28:00Z,7,lag,polygon_lag,xmev-capture,1648459622535
,,1642,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:20:00Z,7,lag,polygon_lag,xmev-capture,1648455587422
,,1643,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:37:00Z,18,lag,ethereum_lag,xmev-capture,1648452965484
,,1644,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:39:00Z,20,lag,ethereum_lag,xmev-capture,1648460310761
,,1645,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:36:00Z,53,lag,ethereum_lag,xmev-capture,1648460142640
,,1646,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:50:00Z,3,lag,polygon_lag,xmev-capture,1648453798118
,,1647,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:51:00Z,5,lag,polygon_lag,xmev-capture,1648461015320
,,1648,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:53:00Z,7,lag,polygon_lag,xmev-capture,1648457524820
,,1649,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:25:00Z,8,lag,polygon_lag,xmev-capture,1648459442205
,,1650,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:41:00Z,8,lag,polygon_lag,xmev-capture,1648460418864
,,1651,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T08:11:00Z,7,lag,polygon_lag,xmev-capture,1648455051007
,,1652,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T07:57:00Z,8,lag,polygon_lag,xmev-capture,1648454202404
,,1653,2022-03-28T07:20:12.459234443Z,2022-03-28T10:20:12.459234443Z,2022-03-28T09:46:00Z,4,lag,polygon_lag,xmev-capture,1648460715067
