,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,1216,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,16052,delta,delta_block_time,14460550,xmev-capture,14460549
,,1217,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,23965,delta,delta_block_time,14462585,xmev-capture,14462584
,,1218,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,12012,delta,delta_block_time,14462674,xmev-capture,14462673
,,1219,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,3870,delta,delta_block_time,14462344,xmev-capture,14462343
,,1220,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,5,delta,delta_block_time,14461330,xmev-capture,14461330
,,1221,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,16003,delta,delta_block_time,14462069,xmev-capture,14462067
,,1222,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,4,delta,delta_block_time,14460965,xmev-capture,14460966
,,1223,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,20038,delta,delta_block_time,14460767,xmev-capture,14460766
,,1224,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:10:00Z,1,delta,delta_block_time,14461451,xmev-capture,14461451
,,1225,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,28025,delta,delta_block_time,14461205,xmev-capture,14461204
,,1226,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,20,delta,delta_block_time,14461624,xmev-capture,14461624
,,1227,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,0,delta,delta_block_time,14461153,xmev-capture,14461153
,,1228,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,8,delta,delta_block_time,14460702,xmev-capture,14460702
,,1229,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,32025,delta,delta_block_time,14461664,xmev-capture,14461663
,,1230,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,1,delta,delta_block_time,14462466,xmev-capture,14462466
,,1231,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,1,delta,delta_block_time,14461746,xmev-capture,14461746
,,1232,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,3964,delta,delta_block_time,14460772,xmev-capture,14460771
,,1233,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,3965,delta,delta_block_time,14462829,xmev-capture,14462828
,,1234,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,36027,delta,delta_block_time,14461504,xmev-capture,14461503
,,1235,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,3991,delta,delta_block_time,14461278,xmev-capture,14461277
,,1236,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,7999,delta,delta_block_time,14460712,xmev-capture,14460710
,,1237,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,2,delta,delta_block_time,14460710,xmev-capture,14460710
,,1238,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,15981,delta,delta_block_time,14462814,xmev-capture,14462813
,,1239,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,4001,delta,delta_block_time,14461003,xmev-capture,14461002
,,1240,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,16003,delta,delta_block_time,14462042,xmev-capture,14462041
,,1241,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,8019,delta,delta_block_time,14462022,xmev-capture,14462021
,,1242,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,7999,delta,delta_block_time,14460942,xmev-capture,14460941
,,1243,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,8012,delta,delta_block_time,14461064,xmev-capture,14461063
,,1244,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,20014,delta,delta_block_time,14462811,xmev-capture,14462810
,,1245,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,39982,delta,delta_block_time,14461819,xmev-capture,14461818
,,1246,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,24002,delta,delta_block_time,14461376,xmev-capture,14461375
,,1247,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,11980,delta,delta_block_time,14462733,xmev-capture,14462732
,,1248,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,3993,delta,delta_block_time,14462958,xmev-capture,14462957
,,1249,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,4000,delta,delta_block_time,14460928,xmev-capture,14460927
,,1250,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,27982,delta,delta_block_time,14460674,xmev-capture,14460673
,,1251,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,5,delta,delta_block_time,14460758,xmev-capture,14460758
,,1252,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,40007,delta,delta_block_time,14460672,xmev-capture,14460671
,,1253,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,3992,delta,delta_block_time,14462858,xmev-capture,14462857
,,1254,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,8022,delta,delta_block_time,14462708,xmev-capture,14462707
,,1255,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,4002,delta,delta_block_time,14461214,xmev-capture,14461213
,,1256,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,8,delta,delta_block_time,14461303,xmev-capture,14461303
,,1257,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,3998,delta,delta_block_time,14462356,xmev-capture,14462355
,,1258,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,2,delta,delta_block_time,14462790,xmev-capture,14462790
,,1259,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,8010,delta,delta_block_time,14462565,xmev-capture,14462564
,,1260,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,3974,delta,delta_block_time,14461789,xmev-capture,14461788
,,1261,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,1,delta,delta_block_time,14462889,xmev-capture,14462889
,,1262,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,3993,delta,delta_block_time,14461507,xmev-capture,14461506
,,1263,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,24003,delta,delta_block_time,14462623,xmev-capture,14462622
,,1264,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,4000,delta,delta_block_time,14460766,xmev-capture,14460765
,,1265,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:10:00Z,27984,delta,delta_block_time,14462544,xmev-capture,14462543
,,1266,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,39989,delta,delta_block_time,14460664,xmev-capture,14460663
,,1267,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,8002,delta,delta_block_time,14460881,xmev-capture,14460880
,,1268,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,15995,delta,delta_block_time,14460904,xmev-capture,14460903
,,1269,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,4004,delta,delta_block_time,14460742,xmev-capture,14460741
,,1270,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,3,delta,delta_block_time,14461885,xmev-capture,14461885
,,1271,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,2,delta,delta_block_time,14460854,xmev-capture,14460854
,,1272,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,4001,delta,delta_block_time,14462584,xmev-capture,14462583
,,1273,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,12000,delta,delta_block_time,14460879,xmev-capture,14460878
,,1274,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:10:00Z,8006,delta,delta_block_time,14461448,xmev-capture,14461447
,,1275,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,20025,delta,delta_block_time,14460656,xmev-capture,14460655
,,1276,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,11989,delta,delta_block_time,14462891,xmev-capture,14462890
,,1277,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,8020,delta,delta_block_time,14461599,xmev-capture,14461597
,,1278,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,16001,delta,delta_block_time,14461761,xmev-capture,14461760
,,1279,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,31,delta,delta_block_time,14458074,xmev-capture,14458074
,,1280,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,4001,delta,delta_block_time,14460677,xmev-capture,14460674
,,1281,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:20:00Z,17,delta,delta_block_time,14458042,xmev-capture,14458042
,,1282,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,20012,delta,delta_block_time,14460970,xmev-capture,14460969
,,1283,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,7990,delta,delta_block_time,14462951,xmev-capture,14462950
,,1284,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,4018,delta,delta_block_time,14462140,xmev-capture,14462139
,,1285,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,22,delta,delta_block_time,14461377,xmev-capture,14461377
,,1286,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,28038,delta,delta_block_time,14461034,xmev-capture,14461033
,,1287,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,5,delta,delta_block_time,14461622,xmev-capture,14461622
,,1288,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,4002,delta,delta_block_time,14460706,xmev-capture,14460705
,,1289,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,39967,delta,delta_block_time,14460754,xmev-capture,14460753
,,1290,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,7,delta,delta_block_time,14461253,xmev-capture,14461253
,,1291,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,3981,delta,delta_block_time,14461326,xmev-capture,14461325
,,1292,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,14,delta,delta_block_time,14462004,xmev-capture,14462004
,,1293,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,0,delta,delta_block_time,14461665,xmev-capture,14461665
,,1294,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,3980,delta,delta_block_time,14461687,xmev-capture,14461685
,,1295,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,7980,delta,delta_block_time,14461748,xmev-capture,14461747
,,1296,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,24021,delta,delta_block_time,14461637,xmev-capture,14461636
,,1297,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,24016,delta,delta_block_time,14461239,xmev-capture,14461238
,,1298,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,1,delta,delta_block_time,14462882,xmev-capture,14462882
,,1299,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,8,delta,delta_block_time,14462364,xmev-capture,14462364
,,1300,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,4014,delta,delta_block_time,14461553,xmev-capture,14461552
,,1301,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,4001,delta,delta_block_time,14462015,xmev-capture,14462014
,,1302,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,2,delta,delta_block_time,14461315,xmev-capture,14461315
,,1303,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,12001,delta,delta_block_time,14461872,xmev-capture,14461870
,,1304,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,8005,delta,delta_block_time,14462721,xmev-capture,14462720
,,1305,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,16013,delta,delta_block_time,14462240,xmev-capture,14462239
,,1306,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,3970,delta,delta_block_time,14460947,xmev-capture,14460946
,,1307,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,24013,delta,delta_block_time,14461066,xmev-capture,14461065
,,1308,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,28008,delta,delta_block_time,14462330,xmev-capture,14462329
,,1309,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,32022,delta,delta_block_time,14462630,xmev-capture,14462629
,,1310,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,4,delta,delta_block_time,14462381,xmev-capture,14462381
,,1311,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,5,delta,delta_block_time,14462624,xmev-capture,14462624
,,1312,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,40018,delta,delta_block_time,14461881,xmev-capture,14461880
,,1313,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,8005,delta,delta_block_time,14461175,xmev-capture,14461174
,,1314,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,4,delta,delta_block_time,14460966,xmev-capture,14460966
,,1315,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,1,delta,delta_block_time,14461842,xmev-capture,14461842
,,1316,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,23983,delta,delta_block_time,14460831,xmev-capture,14460830
,,1317,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,19991,delta,delta_block_time,14460907,xmev-capture,14460906
,,1318,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,31997,delta,delta_block_time,14461349,xmev-capture,14461348
,,1319,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,2,delta,delta_block_time,14462839,xmev-capture,14462839
,,1320,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,8009,delta,delta_block_time,14461412,xmev-capture,14461411
,,1321,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,39,delta,delta_block_time,14462909,xmev-capture,14462909
,,1322,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,0,delta,delta_block_time,14461561,xmev-capture,14461561
,,1323,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,58,delta,delta_block_time,14462079,xmev-capture,14462079
,,1324,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:10:00Z,7997,delta,delta_block_time,14460678,xmev-capture,14460677
,,1325,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,27,delta,delta_block_time,14460985,xmev-capture,14460985
,,1326,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,1,delta,delta_block_time,14462724,xmev-capture,14462724
,,1327,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,20016,delta,delta_block_time,14460717,xmev-capture,14460716
,,1328,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,12005,delta,delta_block_time,14461161,xmev-capture,14461160
,,1329,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,20010,delta,delta_block_time,14462258,xmev-capture,14462257
,,1330,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,3971,delta,delta_block_time,14461012,xmev-capture,14461011
,,1331,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,4002,delta,delta_block_time,14460983,xmev-capture,14460982
,,1332,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,39973,delta,delta_block_time,14461140,xmev-capture,14461139
,,1333,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,26,delta,delta_block_time,14460950,xmev-capture,14460950
,,1334,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,2,delta,delta_block_time,14461920,xmev-capture,14461920
,,1335,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,4004,delta,delta_block_time,14462269,xmev-capture,14462268
,,1336,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,28012,delta,delta_block_time,14460986,xmev-capture,14460985
,,1337,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,3995,delta,delta_block_time,14462804,xmev-capture,14462802
,,1338,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,11996,delta,delta_block_time,14461290,xmev-capture,14461289
,,1339,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:20:00Z,8002,delta,delta_block_time,14460988,xmev-capture,14460987
,,1340,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,4004,delta,delta_block_time,14461886,xmev-capture,14461885
,,1341,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,47804,delta,delta_block_time,14460542,xmev-capture,14460541
,,1342,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,8029,delta,delta_block_time,14460546,xmev-capture,14460545
,,1343,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,8,delta,delta_block_time,14460715,xmev-capture,14460716
,,1344,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,4011,delta,delta_block_time,14461373,xmev-capture,14461372
,,1345,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,12042,delta,delta_block_time,14462794,xmev-capture,14462793
,,1346,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,8007,delta,delta_block_time,14462478,xmev-capture,14462477
,,1347,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,8023,delta,delta_block_time,14462926,xmev-capture,14462924
,,1348,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,48041,delta,delta_block_time,14460556,xmev-capture,14460555
,,1349,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,3979,delta,delta_block_time,14461116,xmev-capture,14461115
,,1350,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,40020,delta,delta_block_time,14461386,xmev-capture,14461385
,,1351,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,12012,delta,delta_block_time,14461631,xmev-capture,14461630
,,1352,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,64023,delta,delta_block_time,14462856,xmev-capture,14462855
,,1353,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,3989,delta,delta_block_time,14460748,xmev-capture,14460747
,,1354,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,20020,delta,delta_block_time,14461844,xmev-capture,14461843
,,1355,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,8050,delta,delta_block_time,14461429,xmev-capture,14461428
,,1356,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,11986,delta,delta_block_time,14462287,xmev-capture,14462286
,,1357,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,7965,delta,delta_block_time,14461958,xmev-capture,14461957
,,1358,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,24026,delta,delta_block_time,14462442,xmev-capture,14462441
,,1359,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,0,delta,delta_block_time,14461244,xmev-capture,14461244
,,1360,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,1,delta,delta_block_time,14461829,xmev-capture,14461829
,,1361,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:00:00Z,6,delta,delta_block_time,14462214,xmev-capture,14462214
,,1362,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,4007,delta,delta_block_time,14462943,xmev-capture,14462941
,,1363,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,11994,delta,delta_block_time,14461225,xmev-capture,14461224
,,1364,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,8000,delta,delta_block_time,14462834,xmev-capture,14462833
,,1365,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,1,delta,delta_block_time,14461661,xmev-capture,14461661
,,1366,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,4006,delta,delta_block_time,14461019,xmev-capture,14461018
,,1367,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,19987,delta,delta_block_time,14461934,xmev-capture,14461933
,,1368,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,23971,delta,delta_block_time,14462485,xmev-capture,14462484
,,1369,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:10:00Z,8001,delta,delta_block_time,14461452,xmev-capture,14461451
,,1370,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,11981,delta,delta_block_time,14461514,xmev-capture,14461513
,,1371,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,4,delta,delta_block_time,14460934,xmev-capture,14460934
,,1372,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,1,delta,delta_block_time,14461149,xmev-capture,14461149
,,1373,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,7988,delta,delta_block_time,14461302,xmev-capture,14461301
,,1374,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,6,delta,delta_block_time,14458069,xmev-capture,14458069
,,1375,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,7951,delta,delta_block_time,14462963,xmev-capture,14462962
,,1376,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,2,delta,delta_block_time,14462323,xmev-capture,14462323
,,1377,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:50:00Z,2,delta,delta_block_time,14462150,xmev-capture,14462150
