,result,table,_start,_stop,_time,_value,_field,_measurement,eth_block,host,pol_block
,,1378,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,7994,delta,delta_block_time,14461274,xmev-capture,14461272
,,1379,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,12006,delta,delta_block_time,14461162,xmev-capture,14461160
,,1380,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,2,delta,delta_block_time,14461383,xmev-capture,14461384
,,1381,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,3,delta,delta_block_time,14460926,xmev-capture,14460926
,,1382,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,20113,delta,delta_block_time,14461483,xmev-capture,14461482
,,1383,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,8005,delta,delta_block_time,14462865,xmev-capture,14462864
,,1384,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,11999,delta,delta_block_time,14461677,xmev-capture,14461676
,,1385,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,3,delta,delta_block_time,14462741,xmev-capture,14462741
,,1386,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,3989,delta,delta_block_time,14461620,xmev-capture,14461619
,,1387,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,2,delta,delta_block_time,14461091,xmev-capture,14461092
,,1388,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,11999,delta,delta_block_time,14462874,xmev-capture,14462873
,,1389,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,16043,delta,delta_block_time,14462010,xmev-capture,14462009
,,1390,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,16033,delta,delta_block_time,14461646,xmev-capture,14461645
,,1391,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,3,delta,delta_block_time,14460998,xmev-capture,14460998
,,1392,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,11999,delta,delta_block_time,14462008,xmev-capture,14462007
,,1393,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,3981,delta,delta_block_time,14461107,xmev-capture,14461106
,,1394,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,4,delta,delta_block_time,14462281,xmev-capture,14462281
,,1395,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,16002,delta,delta_block_time,14462603,xmev-capture,14462602
,,1396,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,7997,delta,delta_block_time,14461226,xmev-capture,14461225
,,1397,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,8000,delta,delta_block_time,14461444,xmev-capture,14461443
,,1398,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,7943,delta,delta_block_time,14462299,xmev-capture,14462298
,,1399,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,24027,delta,delta_block_time,14461104,xmev-capture,14461102
,,1400,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,133,delta,delta_block_time,14458106,xmev-capture,14458106
,,1401,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,4003,delta,delta_block_time,14461946,xmev-capture,14461945
,,1402,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,4,delta,delta_block_time,14462879,xmev-capture,14462879
,,1403,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,1,delta,delta_block_time,14461605,xmev-capture,14461605
,,1404,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,11998,delta,delta_block_time,14462123,xmev-capture,14462122
,,1405,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,7991,delta,delta_block_time,14461101,xmev-capture,14461100
,,1406,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,15975,delta,delta_block_time,14461626,xmev-capture,14461624
,,1407,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:50:00Z,7986,delta,delta_block_time,14461900,xmev-capture,14461899
,,1408,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,1,delta,delta_block_time,14460770,xmev-capture,14460770
,,1409,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,6,delta,delta_block_time,14460852,xmev-capture,14460852
,,1410,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,3986,delta,delta_block_time,14462853,xmev-capture,14462852
,,1411,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,1,delta,delta_block_time,14461231,xmev-capture,14461231
,,1412,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,7971,delta,delta_block_time,14461359,xmev-capture,14461357
,,1413,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,2,delta,delta_block_time,14461120,xmev-capture,14461120
,,1414,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,52025,delta,delta_block_time,14461421,xmev-capture,14461420
,,1415,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:40:00Z,16011,delta,delta_block_time,14460554,xmev-capture,14460553
,,1416,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,12006,delta,delta_block_time,14460956,xmev-capture,14460955
,,1417,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:10:00Z,27955,delta,delta_block_time,14460920,xmev-capture,14460919
,,1418,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,7976,delta,delta_block_time,14462263,xmev-capture,14462262
,,1419,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,4026,delta,delta_block_time,14461004,xmev-capture,14461003
,,1420,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,15996,delta,delta_block_time,14462901,xmev-capture,14462900
,,1421,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,3,delta,delta_block_time,14461168,xmev-capture,14461168
,,1422,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:30:00Z,4,delta,delta_block_time,14460765,xmev-capture,14460765
,,1423,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,0,delta,delta_block_time,14460775,xmev-capture,14460776
,,1424,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,3987,delta,delta_block_time,14461487,xmev-capture,14461486
,,1425,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,3982,delta,delta_block_time,14462699,xmev-capture,14462698
,,1426,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,8000,delta,delta_block_time,14461916,xmev-capture,14461914
,,1427,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,11989,delta,delta_block_time,14462930,xmev-capture,14462929
,,1428,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,5,delta,delta_block_time,14462715,xmev-capture,14462715
,,1429,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,7966,delta,delta_block_time,14461848,xmev-capture,14461847
,,1430,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,7994,delta,delta_block_time,14461273,xmev-capture,14461272
,,1431,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:40:00Z,4,delta,delta_block_time,14462139,xmev-capture,14462139
,,1432,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:10:00Z,13,delta,delta_block_time,14462788,xmev-capture,14462788
,,1433,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,3,delta,delta_block_time,14461663,xmev-capture,14461663
,,1434,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,28019,delta,delta_block_time,14461700,xmev-capture,14461699
,,1435,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,48077,delta,delta_block_time,14461791,xmev-capture,14461790
,,1436,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,36010,delta,delta_block_time,14461558,xmev-capture,14461557
,,1437,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,20029,delta,delta_block_time,14461356,xmev-capture,14461355
,,1438,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,13,delta,delta_block_time,14458052,xmev-capture,14458052
,,1439,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,19983,delta,delta_block_time,14460871,xmev-capture,14460870
,,1440,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,3,delta,delta_block_time,14461425,xmev-capture,14461425
,,1441,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,4004,delta,delta_block_time,14462717,xmev-capture,14462716
,,1442,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:30:00Z,20008,delta,delta_block_time,14461550,xmev-capture,14461549
,,1443,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,4012,delta,delta_block_time,14461821,xmev-capture,14461820
,,1444,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:40:00Z,7991,delta,delta_block_time,14461593,xmev-capture,14461592
,,1445,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,8006,delta,delta_block_time,14461670,xmev-capture,14461669
,,1446,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,9,delta,delta_block_time,14461959,xmev-capture,14461959
,,1447,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,4,delta,delta_block_time,14461749,xmev-capture,14461749
,,1448,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,1,delta,delta_block_time,14460635,xmev-capture,14460635
,,1449,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:00:00Z,8012,delta,delta_block_time,14462774,xmev-capture,14462773
,,1450,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T07:50:00Z,8047,delta,delta_block_time,14460586,xmev-capture,14460585
,,1451,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,23981,delta,delta_block_time,14461387,xmev-capture,14461386
,,1452,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:30:00Z,8072,delta,delta_block_time,14461293,xmev-capture,14461292
,,1453,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,36016,delta,delta_block_time,14460887,xmev-capture,14460886
,,1454,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:40:00Z,21,delta,delta_block_time,14458115,xmev-capture,14458116
,,1455,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,4,delta,delta_block_time,14462035,xmev-capture,14462035
,,1456,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,15996,delta,delta_block_time,14462293,xmev-capture,14462292
,,1457,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,4010,delta,delta_block_time,14461357,xmev-capture,14461356
,,1458,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,4,delta,delta_block_time,14461063,xmev-capture,14461063
,,1459,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,7952,delta,delta_block_time,14462619,xmev-capture,14462618
,,1460,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,7979,delta,delta_block_time,14461367,xmev-capture,14461366
,,1461,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:50:00Z,11965,delta,delta_block_time,14462720,xmev-capture,14462719
,,1462,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:00:00Z,3985,delta,delta_block_time,14462474,xmev-capture,14462473
,,1463,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:30:00Z,3,delta,delta_block_time,14462355,xmev-capture,14462355
,,1464,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:20:00Z,7943,delta,delta_block_time,14462300,xmev-capture,14462298
,,1465,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,7998,delta,delta_block_time,14462397,xmev-capture,14462396
,,1466,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:10:00Z,28010,delta,delta_block_time,14461203,xmev-capture,14461202
,,1467,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:50:00Z,1,delta,delta_block_time,14461374,xmev-capture,14461374
,,1468,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,1,delta,delta_block_time,14461087,xmev-capture,14461087
,,1469,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,3990,delta,delta_block_time,14462577,xmev-capture,14462576
,,1470,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,8000,delta,delta_block_time,14462371,xmev-capture,14462369
,,1471,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:50:00Z,32027,delta,delta_block_time,14460857,xmev-capture,14460856
,,1472,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,28017,delta,delta_block_time,14462628,xmev-capture,14462627
,,1473,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,8014,delta,delta_block_time,14461931,xmev-capture,14461930
,,1474,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,27997,delta,delta_block_time,14461257,xmev-capture,14461256
,,1475,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:00:00Z,12025,delta,delta_block_time,14461419,xmev-capture,14461418
,,1476,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,1,delta,delta_block_time,14460895,xmev-capture,14460895
,,1477,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:30:00Z,3999,delta,delta_block_time,14462061,xmev-capture,14462060
,,1478,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:00:00Z,3980,delta,delta_block_time,14461690,xmev-capture,14461689
,,1479,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,11996,delta,delta_block_time,14461832,xmev-capture,14461831
,,1480,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:40:00Z,15994,delta,delta_block_time,14461866,xmev-capture,14461865
,,1481,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,19995,delta,delta_block_time,14461805,xmev-capture,14461804
,,1482,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:00:00Z,7977,delta,delta_block_time,14461148,xmev-capture,14461147
,,1483,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:50:00Z,4017,delta,delta_block_time,14461098,xmev-capture,14461097
,,1484,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,5,delta,delta_block_time,14460703,xmev-capture,14460703
,,1485,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:30:00Z,20044,delta,delta_block_time,14460992,xmev-capture,14460991
,,1486,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:40:00Z,19992,delta,delta_block_time,14460786,xmev-capture,14460785
,,1487,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:30:00Z,11999,delta,delta_block_time,14462610,xmev-capture,14462609
,,1488,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,3988,delta,delta_block_time,14461513,xmev-capture,14461512
,,1489,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,16017,delta,delta_block_time,14462896,xmev-capture,14462895
,,1490,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:40:00Z,15988,delta,delta_block_time,14462400,xmev-capture,14462399
,,1491,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,3962,delta,delta_block_time,14462841,xmev-capture,14462840
,,1492,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,3973,delta,delta_block_time,14461069,xmev-capture,14461068
,,1493,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,4006,delta,delta_block_time,14462038,xmev-capture,14462037
,,1494,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:40:00Z,16000,delta,delta_block_time,14461309,xmev-capture,14461308
,,1495,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:20:00Z,19997,delta,delta_block_time,14462031,xmev-capture,14462030
,,1496,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:20:00Z,84079,delta,delta_block_time,14461750,xmev-capture,14461749
,,1497,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:50:00Z,52030,delta,delta_block_time,14462420,xmev-capture,14462418
,,1498,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T13:00:00Z,23992,delta,delta_block_time,14461932,xmev-capture,14461931
,,1499,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,15,delta,delta_block_time,14461636,xmev-capture,14461636
,,1500,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:40:00Z,3970,delta,delta_block_time,14462946,xmev-capture,14462945
,,1501,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-25T22:30:00Z,7,delta,delta_block_time,14458086,xmev-capture,14458086
,,1502,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:40:00Z,3969,delta,delta_block_time,14461044,xmev-capture,14461043
,,1503,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,1,delta,delta_block_time,14461828,xmev-capture,14461828
,,1504,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:40:00Z,3997,delta,delta_block_time,14462649,xmev-capture,14462648
,,1505,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:00:00Z,28024,delta,delta_block_time,14460611,xmev-capture,14460609
,,1506,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:50:00Z,35991,delta,delta_block_time,14461628,xmev-capture,14461627
,,1507,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T10:20:00Z,8,delta,delta_block_time,14461213,xmev-capture,14461213
,,1508,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T08:20:00Z,20019,delta,delta_block_time,14460700,xmev-capture,14460699
,,1509,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:10:00Z,7995,delta,delta_block_time,14461741,xmev-capture,14461740
,,1510,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T15:20:00Z,3953,delta,delta_block_time,14462580,xmev-capture,14462579
,,1511,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T12:30:00Z,12041,delta,delta_block_time,14461818,xmev-capture,14461817
,,1512,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T11:20:00Z,2,delta,delta_block_time,14461496,xmev-capture,14461496
,,1513,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T14:10:00Z,12001,delta,delta_block_time,14462250,xmev-capture,14462249
,,1514,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T09:00:00Z,12013,delta,delta_block_time,14460902,xmev-capture,14460901
,,1515,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:20:00Z,3,delta,delta_block_time,14462863,xmev-capture,14462864
,,1516,2022-03-25T16:03:48.688303399Z,2022-03-27T16:03:48.688303399Z,2022-03-26T16:30:00Z,4,delta,delta_block_time,14462915,xmev-capture,14462916
